Order_ID,Delivery_Partners,Agent_Rating,Sellers location,Buyers Location,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Exp 1st Attempt days,Actual 1st Attempt days,Status,Exp 2nd Attempt days,Actual 2nd Attempt days,Final delivery Status,Total Attempt,Exp Total Days ,Actual Total Days,SLA Status,Category
zkun393659280,UPS,4.1,Malad,Worli,16-02-2022,18:40:00,18:55:00,Cloudy,Medium ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Cosmetics
lxwa140818117,DHL,3,Ghatkopar,Meera Road,02-03-2022,20:25:00,20:35:00,Windy,Jam ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Home
uyid942578627,Dehlivery,4.9,Ghatkopar,Vasai,02-03-2022,21:45:00,21:50:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
scqu849553683,UPS,3,Malad,Malad,05-04-2022,22:20:00,22:30:00,Fog,Low ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Books
mctx146223837,UPS,2.5,Malad,Worli,13-02-2022,20:55:00,21:10:00,Sandstorms,Jam ,scooter ,Urban,2,0,Failed,1,2,Delivered,2,3,4,SLA Breached,Clothing
cyko979976221,India Post,4.1,Bhandup,Kandivali,14-02-2022,21:35:00,21:40:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
uesw387337499,UPS,4.4,Malad,Ulhasnagar,20-03-2022,21:15:00,21:20:00,Stormy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Books
wowz415217997,India Post,3,Bhandup,Bandra,11-03-2022,23:30:00,23:35:00,Fog,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Apparel
uxsb403561931,FedEx,4.9,Bhandup,Vashi,18-02-2022,17:15:00,17:30:00,Cloudy,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
cyye995820696,India Post,1.6,Bhandup,Bandra,04-04-2022,20:45:00,20:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Cosmetics
jbts229431770,India Post,4.9,Bhandup,Borivali,09-03-2022,13:30:00,13:40:00,Cloudy,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
iqbd216667101,India Post,4.4,Bhandup,Bandra,18-02-2022,22:00:00,22:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
bszz787750715,DHL,4.9,Ghatkopar,Meera Road,20-03-2022,23:20:00,23:30:00,Fog,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
eynm000731182,FedEx,4.9,Bhandup,Palghar,26-03-2022,18:35:00,18:40:00,Fog,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
cdmn013747827,DHL,4.8,Ghatkopar,Virar,29-03-2022,20:40:00,20:55:00,Sandstorms,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
fxuz549696901,UPS,4.8,Malad,Thane,01-03-2022,08:25:00,08:40:00,Fog,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
jtpt648811611,India Post,4,Bhandup,Kandivali,18-03-2022,17:45:00,17:55:00,Stormy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
oxji736034406,UPS,3,Malad,Malad,31-03-2022,22:25:00,22:40:00,Windy,Low ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Home
rihr033620085,India Post,4.6,Bhandup,Kandivali,30-03-2022,11:30:00,11:40:00,Sandstorms,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
gczg917526696,Dehlivery,4.9,Ghatkopar,Vasai,06-03-2022,21:45:00,21:50:00,Sandstorms,Jam ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
svpx912240732,FedEx,5,Bhandup,Vikhroli,05-03-2022,17:25:00,17:30:00,Cloudy,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
asgd164341326,DHL,4.8,Ghatkopar,Virar,26-03-2022,09:40:00,09:45:00,Sunny,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
xqcr834027606,Dehlivery,5,Malad,Andheri,16-02-2022,20:55:00,21:05:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
dmrl564554163,UPS,3,Malad,Thane,12-03-2022,17:10:00,17:20:00,Sunny,Medium ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Clothing
efrs776811164,UPS,5,Malad,Worli,01-03-2022,18:25:00,18:40:00,Stormy,Medium ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Skincare
ljep947754095,Dehlivery,4.6,Malad,Andheri,16-03-2022,17:55:00,18:00:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
ljfy543933323,FedEx,1.6,Bhandup,Palghar,29-03-2022,19:55:00,20:10:00,Windy,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Toys
fshk983313794,DHL,4.6,Ghatkopar,Virar,05-03-2022,23:00:00,23:05:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
wypw496102732,FedEx,2.5,Bhandup,Palghar,17-02-2022,21:15:00,21:25:00,Sunny,Jam ,van,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Sports
ayns342721271,UPS,4.6,Malad,Khopoli,13-03-2022,10:40:00,10:55:00,Cloudy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
thym058259757,India Post,4.8,Bhandup,Kandivali,13-03-2022,11:20:00,11:25:00,Fog,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
lgzn457957462,FedEx,4.8,Malad,Airoli,03-04-2022,18:00:00,18:10:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
qezt047211927,DHL,2.5,Ghatkopar,Meera Road,23-03-2022,17:10:00,17:15:00,Sandstorms,Medium ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Pet Supplies
gzdo509306528,DHL,2.5,Ghatkopar,Meera Road,01-03-2022,18:25:00,18:35:00,Fog,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Pet Supplies
ersz046238543,FedEx,4.1,Bhandup,Vikhroli,13-03-2022,23:10:00,23:15:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
tgpw108094548,DHL,2.5,Ghatkopar,Virar,29-03-2022,17:15:00,17:30:00,Windy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Clothing
inqt227293158,India Post,4.1,Bhandup,Bandra,15-03-2022,11:55:00,12:05:00,Stormy,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
mwyi621708115,DHL,4.8,Ghatkopar,Meera Road,09-03-2022,09:30:00,09:45:00,Cloudy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
hzpx007931304,FedEx,4.9,Malad,Airoli,05-04-2022,22:40:00,22:50:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
gbab110045112,DHL,5,Ghatkopar,Meera Road,02-04-2022,17:10:00,17:15:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
hvpj165495397,FedEx,4.6,Malad,Airoli,10-03-2022,17:10:00,17:25:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
ceed295586354,Dehlivery,4.6,Ghatkopar,Vasai,23-03-2022,18:30:00,18:40:00,Windy,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
tonn051257985,FedEx,2.5,Bhandup,Vashi,13-03-2022,11:50:00,12:00:00,Sandstorms,High ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Skincare
erap841821582,UPS,4.6,Malad,Khopoli,07-03-2022,19:00:00,19:10:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
iavt937545530,UPS,4.9,Malad,Worli,18-03-2022,23:55:00,00:10:00,Sandstorms,Low ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Jewelry
trka856987401,UPS,4.6,Malad,Thane,31-03-2022,19:45:00,19:50:00,Stormy,Jam ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
lcgk008504983,DHL,2.5,Ghatkopar,Meera Road,04-04-2022,20:30:00,20:40:00,Windy,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
zqro449286965,India Post,4.9,Bhandup,Kandivali,17-02-2022,11:10:00,11:15:00,Fog,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
syeh579470089,UPS,2.5,Malad,Worli,26-03-2022,09:00:00,09:10:00,Cloudy,Low ,motorcycle ,Urban,2,0,Failed,1,2,Delivered,2,3,4,SLA Breached,Shoes
zhab316861798,DHL,3,Ghatkopar,Meera Road,28-03-2022,19:30:00,19:35:00,Sandstorms,Jam ,scooter ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Home
qqjl805129936,FedEx,5,Bhandup,Vashi,15-03-2022,08:20:00,08:25:00,Fog,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
weco669309017,UPS,4.8,Malad,Thane,17-03-2022,11:00:00,11:05:00,Sunny,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
zbel647135442,UPS,3,Malad,Worli,09-03-2022,20:30:00,20:35:00,Fog,Jam ,motorcycle ,Urban,2,2,Delivered,1,1,Delivered,1,2,2,On Time,Electronics
emwe467794784,India Post,4.4,Bhandup,Kandivali,02-04-2022,19:45:00,20:00:00,Cloudy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
xznm347660092,UPS,2.5,Malad,Khopoli,29-03-2022,22:25:00,22:30:00,Windy,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
nyfh224947388,UPS,4.4,Malad,Worli,05-03-2022,16:00:00,16:05:00,Sandstorms,Medium ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Grocery
uvri048682496,DHL,4.6,Ghatkopar,Virar,29-03-2022,21:30:00,21:35:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Home
bbws342212288,DHL,4.8,Ghatkopar,Meera Road,05-03-2022,15:25:00,15:35:00,Windy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
wsoh266827723,UPS,4.1,Malad,Ulhasnagar,05-03-2022,17:25:00,17:35:00,Windy,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
leff787822709,India Post,4.6,Bhandup,Bandra,13-03-2022,11:45:00,12:00:00,Stormy,High ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Books
talu198958493,DHL,3,Ghatkopar,Meera Road,03-03-2022,20:15:00,20:20:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Kitchen
anfx475383342,UPS,3,Malad,Thane,03-03-2022,10:25:00,10:35:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Electronics
eddt314765083,DHL,4.9,Ghatkopar,Virar,24-03-2022,08:25:00,08:30:00,Cloudy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
pcyt916802893,DHL,2.5,Ghatkopar,Meera Road,15-03-2022,17:15:00,17:20:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
ungk686699285,FedEx,4.8,Bhandup,Vikhroli,12-03-2022,22:45:00,22:50:00,Windy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
jgcy113446649,India Post,4.8,Bhandup,Borivali,13-03-2022,12:35:00,12:40:00,Windy,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
ronf620294989,UPS,3,Malad,Worli,05-04-2022,12:20:00,12:25:00,Cloudy,High ,motorcycle ,Urban,2,2,Delivered,1,1,Delivered,1,2,2,On Time,Shoes
hoxq128553542,FedEx,4.9,Bhandup,Vikhroli,02-03-2022,22:55:00,23:05:00,Sunny,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
pmtg425435413,FedEx,1.6,Malad,Airoli,08-03-2022,17:25:00,17:30:00,Windy,Medium ,van,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Apparel
qefg170628671,FedEx,3,Bhandup,Vikhroli,21-03-2022,10:35:00,10:45:00,Windy,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Apparel
bdlk287272047,UPS,4.6,Malad,Worli,24-03-2022,21:45:00,22:00:00,Stormy,Jam ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Kitchen
iqem237229463,FedEx,2.5,Bhandup,Vikhroli,11-03-2022,19:50:00,20:05:00,Sunny,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Cosmetics
zazf712069296,Dehlivery,4.6,Ghatkopar,Andheri,10-03-2022,19:30:00,19:35:00,Cloudy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
dpcr770207794,UPS,4,Malad,Ulhasnagar,12-03-2022,23:45:00,23:55:00,Cloudy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
glsd963477325,India Post,4.8,Bhandup,Kandivali,19-03-2022,14:50:00,15:05:00,Sunny,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
zhhx122382345,Dehlivery,4.8,Malad,Andheri,15-02-2022,08:10:00,08:20:00,Sunny,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
titu043025048,UPS,5,Malad,Worli,09-03-2022,21:55:00,22:10:00,Cloudy,Jam ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Shoes
gyxe336866683,UPS,3,Malad,Worli,13-02-2022,17:10:00,17:15:00,Stormy,Medium ,motorcycle ,Urban,2,2,Delivered,1,1,Delivered,1,2,2,On Time,Jewelry
zlcm795242431,India Post,4.1,Bhandup,Kandivali,27-03-2022,18:40:00,18:50:00,Sunny,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
zdvi265864937,FedEx,4.8,Bhandup,Vashi,21-03-2022,10:15:00,10:20:00,Stormy,Low ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
wduj099075306,India Post,4.1,Bhandup,Bandra,15-03-2022,17:45:00,18:00:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
xhwj851689395,India Post,4.8,Bhandup,Bandra,26-03-2022,21:00:00,21:05:00,Fog,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
opbb084664115,India Post,1.6,Bhandup,Borivali,25-03-2022,20:30:00,20:40:00,Stormy,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Electronics
nplz786278633,UPS,2.5,Malad,Thane,01-03-2022,11:40:00,11:55:00,Stormy,High ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Shoes
vfml243571298,FedEx,1.6,Bhandup,Vikhroli,10-03-2022,18:40:00,18:55:00,Stormy,Medium ,scooter ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Shoes
evto530786855,UPS,4.9,Malad,Worli,27-03-2022,23:15:00,23:25:00,Cloudy,Low ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Skincare
ckgu502252849,DHL,2.5,Ghatkopar,Virar,11-03-2022,23:35:00,23:40:00,Windy,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Home
tjxh038296843,UPS,4,Malad,Ulhasnagar,14-02-2022,17:45:00,17:55:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
xhlz301038990,Dehlivery,4,Malad,Andheri,29-03-2022,19:00:00,19:15:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
zpnu794398600,UPS,4.9,Malad,Malad,20-03-2022,19:35:00,19:45:00,Windy,Jam ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Outdoors
xiuy990187238,India Post,4.8,Bhandup,Borivali,28-03-2022,21:40:00,21:55:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
mupr233190762,FedEx,4.8,Bhandup,Palghar,01-04-2022,20:50:00,21:05:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
pkqs694908430,UPS,4.9,Malad,Ulhasnagar,03-04-2022,20:30:00,20:35:00,Sunny,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
qibd572188244,UPS,4.1,Malad,Khopoli,06-03-2022,18:35:00,18:40:00,Windy,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
rwkg752700186,Dehlivery,4.9,Ghatkopar,Vasai,03-04-2022,18:00:00,18:05:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
xukr152686247,FedEx,4.8,Malad,Airoli,10-03-2022,23:15:00,23:30:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
pkts252955495,UPS,4.6,Malad,Malad,18-02-2022,23:40:00,23:55:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
kjef892715538,India Post,4.6,Bhandup,Borivali,17-03-2022,12:45:00,12:55:00,Stormy,High ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
pmpr684370621,Dehlivery,4.9,Ghatkopar,Andheri,13-03-2022,20:15:00,20:20:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
bpyt851249485,India Post,4.8,Bhandup,Kandivali,17-03-2022,15:55:00,16:10:00,Sandstorms,Medium ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
fdjp742606171,Dehlivery,3,Ghatkopar,Vasai,16-03-2022,23:10:00,23:15:00,Fog,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Grocery
deff957321361,FedEx,4.1,Bhandup,Vikhroli,21-03-2022,22:50:00,23:00:00,Stormy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
vakz912181469,Dehlivery,2.5,Ghatkopar,Andheri,09-03-2022,22:45:00,22:55:00,Windy,Low ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
lxlx275255455,FedEx,2.5,Bhandup,Palghar,03-03-2022,15:10:00,15:15:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Shoes
dowq522268038,FedEx,4.1,Bhandup,Vashi,01-04-2022,18:30:00,18:35:00,Sandstorms,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
xdao434795901,Dehlivery,1.6,Ghatkopar,Vasai,06-04-2022,22:35:00,22:50:00,Sunny,Low ,motorcycle ,Metropolitian,5,0,Failed,2,0,Failed,Failed,7,8,SLA Breached,Toys
qzve473103395,FedEx,4.1,Malad,Airoli,02-04-2022,17:20:00,17:30:00,Cloudy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Kitchen
sgrh968289641,Dehlivery,4.6,Ghatkopar,Andheri,14-02-2022,18:35:00,18:50:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
jpet729617185,UPS,5,Malad,Worli,04-03-2022,19:20:00,19:35:00,Windy,Jam ,scooter ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Shoes
tbbu562785662,India Post,4.9,Bhandup,Bandra,20-03-2022,19:10:00,19:25:00,Fog,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
yhct639146328,Dehlivery,4.9,Ghatkopar,Andheri,12-02-2022,23:55:00,00:00:00,Stormy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
vpzi082179640,UPS,4.8,Malad,Ulhasnagar,27-03-2022,23:10:00,23:15:00,Stormy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Pet Supplies
wxqg297592780,India Post,4.6,Bhandup,Bandra,10-03-2022,17:45:00,17:50:00,Stormy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Jewelry
eein393878639,Dehlivery,2.5,Ghatkopar,Andheri,06-03-2022,21:55:00,22:10:00,Sunny,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Skincare
qkiq165480717,India Post,4.8,Bhandup,Bandra,07-03-2022,20:50:00,20:55:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Toys
hqwk443892657,DHL,4.6,Ghatkopar,Virar,04-04-2022,20:35:00,20:45:00,Sunny,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Sports
xkxm865630486,DHL,4.4,Ghatkopar,Meera Road,03-04-2022,22:25:00,22:40:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
bvni933228891,DHL,4,Ghatkopar,Virar,13-03-2022,09:45:00,09:55:00,Sandstorms,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
befv867092423,India Post,3,Bhandup,Borivali,28-03-2022,10:20:00,10:25:00,Windy,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Snacks
hobf254746878,UPS,4,Malad,Thane,15-03-2022,13:30:00,13:45:00,Stormy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
lhfo186255622,UPS,2.5,Malad,Malad,04-04-2022,20:10:00,20:15:00,Sandstorms,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Books
emki208355100,UPS,4.9,Malad,Ulhasnagar,28-03-2022,12:15:00,12:30:00,Cloudy,High ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
eiug703797186,Dehlivery,4.8,Ghatkopar,Vasai,01-03-2022,08:45:00,08:55:00,Cloudy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
gpgw045112006,FedEx,4.8,Malad,Airoli,13-03-2022,15:35:00,15:50:00,Windy,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
pajv540287866,Dehlivery,4.9,Ghatkopar,Andheri,02-04-2022,19:35:00,19:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Cosmetics
pfch546197063,DHL,2.5,Ghatkopar,Meera Road,15-03-2022,19:10:00,19:25:00,Cloudy,Jam ,scooter ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Books
watp349944722,UPS,4.8,Malad,Malad,06-04-2022,22:50:00,22:55:00,Windy,Low ,scooter ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
ipvd026583007,UPS,4,Malad,Worli,23-03-2022,18:45:00,18:50:00,Windy,Medium ,motorcycle ,Urban,2,1,Delivered,1,1,Delivered,1,2,1,Early,Sports
pexn467185751,DHL,4.9,Ghatkopar,Meera Road,25-03-2022,17:25:00,17:35:00,Fog,Medium ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Electronics
nmla539707523,Dehlivery,5,Ghatkopar,Andheri,27-03-2022,19:00:00,19:15:00,Sandstorms,Medium ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Skincare
dbuw981669021,India Post,4.8,Bhandup,Borivali,25-03-2022,20:00:00,20:10:00,Cloudy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Shoes
dbyg819334603,FedEx,4.6,Bhandup,Vikhroli,17-02-2022,13:50:00,13:55:00,Sandstorms,High ,van,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Grocery
koew144021127,Dehlivery,3,Malad,Andheri,03-04-2022,08:10:00,08:15:00,Stormy,Low ,motorcycle ,Metropolitian,5,2,Delivered,2,1,Delivered,1,5,2,Early,Apparel
qmjh777621315,UPS,5,Malad,Malad,12-02-2022,20:55:00,21:10:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
pszf462397050,Dehlivery,4.9,Ghatkopar,Vasai,04-04-2022,19:20:00,19:35:00,Windy,Jam ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Snacks
figc612141073,DHL,4.9,Ghatkopar,Meera Road,05-03-2022,08:30:00,08:45:00,Cloudy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Apparel
gpwj834408989,FedEx,4.4,Malad,Airoli,13-02-2022,09:25:00,09:40:00,Windy,Low ,motorcycle ,Metropolitian,5,1,Delivered,2,1,Delivered,1,5,1,Early,Clothing
pwbf401580256,FedEx,2.5,Bhandup,Palghar,01-03-2022,21:30:00,21:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian,5,0,Failed,2,2,Delivered,2,7,7,On Time,Grocery
